2348,Kya Missiz Freezz,Northern Chafers,125,/en/mmorpg/game-guide/bestiary/500-northern-chafers/2348-kya-missiz-freezz
2550,Mini-Lenald,Lenald,125,/en/mmorpg/game-guide/bestiary/545-lenald/2550-mini-lenald
2551,Lenald,Lenald,127,/en/mmorpg/game-guide/bestiary/545-lenald/2551-lenald
2561,Black Wo Wabbit,Black Wabbit,128,/en/mmorpg/game-guide/bestiary/548-black-wabbit/2561-black-wabbit
2552,Old Lenald,Lenald,130,/en/mmorpg/game-guide/bestiary/545-lenald/2552-old-lenald
2354,Sylargh,Mekas,130,/en/mmorpg/game-guide/bestiary/504-mekas/2354-sylargh
2565,Tiwabbit,Wabbits,130,/en/mmorpg/game-guide/bestiary/552-wabbits/2565-tiwabbit
2566,Wabbit,Wabbits,132,/en/mmorpg/game-guide/bestiary/552-wabbits/2566-wabbit
2553,Fatt Lenald,Lenald,133,/en/mmorpg/game-guide/bestiary/545-lenald/2553-fatt-lenald
2606,Boney Tiwabbit,Zwombbits,135,/en/mmorpg/game-guide/bestiary/560-zwombbits/2606-boney-tiwabbit
2567,Wo Wabbit,Wabbits,135,/en/mmorpg/game-guide/bestiary/552-wabbits/2567-wabbit
2563,Black Wabbit Emiw,Black Wabbit,138,/en/mmorpg/game-guide/bestiary/548-black-wabbit/2563-black-wabbit-emiw
2604,Boney Wabbit,Zwombbits,138,/en/mmorpg/game-guide/bestiary/560-zwombbits/2604-boney-wabbit
2568,Gwandpa Wabbit,Wabbits,138,/en/mmorpg/game-guide/bestiary/552-wabbits/2568-gwandpa-wabbit
2577,Wabbit Shawpshootew,Wabbit Guawds,140,/en/mmorpg/game-guide/bestiary/556-wabbit-guawds/2577-wabbit-shawpshootew
2607,Bandaged Gwandpa Zwombbit,Zwombbits,141,/en/mmorpg/game-guide/bestiary/560-zwombbits/2607-bandaged-gwandpa-zwombbit
2578,Wabbit Cavalier,Wabbit Guawds,142,/en/mmorpg/game-guide/bestiary/556-wabbit-guawds/2578-wabbit-cavalier
2556,Lenald Empelol,Lenald,143,/en/mmorpg/game-guide/bestiary/545-lenald/2556-lenald-empelol
2608,Wo Zwombbit,Zwombbits,143,/en/mmorpg/game-guide/bestiary/560-zwombbits/2608-zwombbit
2579,Wabbit Guawd,Wabbit Guawds,144,/en/mmorpg/game-guide/bestiary/556-wabbit-guawds/2579-wabbit-guawd
2580,Wobot,Wabbit Guawds,145,/en/mmorpg/game-guide/bestiary/556-wabbit-guawds/2580-wobot
2570,Gwand Viziew Wabbit,Wabbits,148,/en/mmorpg/game-guide/bestiary/552-wabbits/2570-gwand-viziew-wabbit
2581,Wobot in Chief,Wabbit Guawds,150,/en/mmorpg/game-guide/bestiary/556-wabbit-guawds/2581-wobot-chief
2605,Gweat GM Wabbit,Zwombbits,153,/en/mmorpg/game-guide/bestiary/560-zwombbits/2605-gweat-gm-wabbit
2582,Wa Wabbit,Wabbit Guawds,155,/en/mmorpg/game-guide/bestiary/556-wabbit-guawds/2582-wa-wabbit
1986,Excarnus,Ultimate Bosses,480,/en/mmorpg/game-guide/bestiary/436-ultimate-bosses/1986-excarnus
1987,Milkar the Moowolf,Ultimate Bosses,540,/en/mmorpg/game-guide/bestiary/436-ultimate-bosses/1987-milkar-moowolf
1988,Black Crow,Ultimate Bosses,630,/en/mmorpg/game-guide/bestiary/436-ultimate-bosses/1988-black-crow
42,Magmog the Gobbalrog,Ultimate Bosses,690,/en/mmorpg/game-guide/bestiary/436-ultimate-bosses/42-magmog-gobbalrog
2986,Teslah Disciple,,0,/en/mmorpg/game-guide/bestiary/278-/2986-teslah-disciple

